title,activity_contents,categories,url,thumbnail
Spring Argument Writing Prompt #1: Spring Break Workload,"Should students have to complete homework over Spring Break? Invite learners to practice their argumentative writing with this spring-themed writing prompt! Designed for sixth-, seventh-, and eighth-grade learners, this opinion-writing prompt will engage students as they explore and articulate their thoughts around the topic of spring break homework requirements. Students are asked to address the question, support their claim with relevant evidence and reasoning, and acknowledge different opinions and perspectives on the matter.
This nonfiction writing prompt can be used independently or alongside the other spring writing prompts in this series: Spring Argument Writing Prompt #2: Reconsidering Recess and Spring Argument Writing Prompt #3: Outdoor Instruction. And don't miss our larger series of Seasonal Argument Writing Prompt Worksheets!
Looking for a grading rubric to accompany this prompt? Check out our 6th grade, 7th grade, or 8th grade standards-based argument writing rubrics.
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Writing', 'Seasonal', 'Spring', 'Nonfiction Writing', 'Argument Writing']}",/worksheet/article/spring-argument-writing-prompt-1-spring-break-workload/,https://cdn.education.com/worksheet-image/3909822/spring-argument-writing-prompt-1-2023-12-19.gif
Color the Cars: Number 7,"Can you find all the number 7s? Give your young learner fun number identification practice with this car-themed math coloring worksheet! Early learners will look at 10 cars labeled with numbers 1 through 7 and color all of the cars with the number 7. Perfect for your youngest learners in preschool and pre-kindergarten, this simple and inviting worksheet is a great way to build students' number sense and grow their confidence recognizing numbers 1–10.
This worksheet is the seventh in a series of 10 car-themed number identification worksheets. Keep learning with Color the Cars: Number 8 next! Or check out the full set of our Color the Cars worksheets to download all 10!
","{'brand': ['Preschool'], 'subject': ['Math', 'Number Sense', 'Coloring', 'Numbers 0-10', 'Vehicles', 'Identifying Numbers 0-10']}",/worksheet/article/color-the-cars-number-7/,https://cdn.education.com/worksheet-image/3909706/color-cars-number-7-2023-12-19.gif
Color the Cars: Number 6,"Can you find all the number 6s? Give your young learner fun number identification practice with this car-themed math coloring worksheet! Early learners will look at 10 cars labeled with numbers 1 through 6 and color all of the cars with the number 6. Perfect for your youngest learners in preschool and pre-kindergarten, this simple and inviting worksheet is a great way to build students' number sense and grow their confidence recognizing numbers 1–10.
This worksheet is the sixth in a series of 10 car-themed number identification worksheets. Keep learning with Color the Cars: Number 7 next! Or check out the full set of our Color the Cars worksheets to download all 10!
","{'brand': ['Preschool'], 'subject': ['Math', 'Number Sense', 'Coloring', 'Numbers 0-10', 'Vehicles', 'Identifying Numbers 0-10']}",/worksheet/article/color-the-cars-number-6/,https://cdn.education.com/worksheet-image/3909695/color-cars-number-6-2023-12-19.gif
Color the Cars: Number 5,"Can you find all the number 5s? Give your young learner fun number identification practice with this car-themed math coloring worksheet! Early learners will look at 10 cars labeled with numbers 1 through 5 and color all of the cars with the number 5. Perfect for your youngest learners in preschool and pre-kindergarten, this simple and inviting worksheet is a great way to build students' number sense and grow their confidence recognizing numbers 1–10.
This worksheet is the fifth in a series of 10 car-themed number identification worksheets. Keep learning with Color the Cars: Number 6 next! Or check out the full set of our Color the Cars worksheets to download all 10!
","{'brand': ['Preschool'], 'subject': ['Math', 'Number Sense', 'Coloring', 'Numbers 0-10', 'Vehicles', 'Identifying Numbers 0-10']}",/worksheet/article/color-the-cars-number-5/,https://cdn.education.com/worksheet-image/3909685/color-cars-number-5-2023-12-19.gif
The Boy Who Harnessed the Wind: Post-Reading Questions,"After completing William Kamkwamba and Bryan Mealer’s The Boy Who Harnessed the Wind, provide students with a chance to reflect on the significant themes and events of the story with these response prompts. Featuring ten prompts about The Boy Who Harnessed the Wind, this one-page post-reading worksheet invites readers to choose five questions to respond to digitally or on a separate piece of paper. Over the course of their responses, students will practice analyzing themes, citing text evidence, making inferences, and interpreting symbolism in the book. Click “View answer key” to see sample student responses.
Designed for seventh- and-eighth grade students, this worksheet is part of a larger series in our book study unit on The Boy Who Harnessed the Wind.
","{'brand': ['Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Reading', 'Writing', 'Nonfiction Writing', 'Reading Genres and Types', 'Reading Comprehension Strategies', 'Novel Study', 'Themes', 'Response to Literature', 'Nonfiction', 'Summarizing', 'Cause and Effect', 'Making Inferences', 'Sequencing Events', 'Making Connections in Reading', 'Analyzing Story Structure', 'Summarizing Nonfiction Texts', 'Sequencing Events in Nonfiction', 'Analyzing Character', 'Identifying Problems and Solutions in Reading', 'Making Inferences in Nonfiction', 'Making Connections in Nonfiction', 'Identifying Cause and Effect in Nonfiction', 'Identifying Problems and Solutions in Nonfiction']}",/worksheet/article/the-boy-who-harnessed-the-wind-post-reading-questions/,https://cdn.education.com/worksheet-image/3907072/boy-harnessed-wind-post-reading-2023-12-14.gif
Book Study: A Night to Remember: A Maritime Memorial,"After finishing Walter Lord’s A Night to Remember, give students a chance to learn about the R.M.S. Titanic Maritime Memorial Act of 1986 and its aim to strike a balance between preserving historical artifacts and allowing exploration to increase our understanding of the past. Since 1912, people have been fascinated by the sinking of the Titanic. Until 1985, the whereabouts of the ship’s wreckage were unknown. Since the site of the Titanic’s remains were found, countless dive teams and private companies have attempted to visit.
In this extension activity, readers will consider the question: Should tourists be allowed to visit the wreck site of the Titanic? Students will need to reflect on the ethics of exploring a maritime memorial, a gravesite for all those who lost their lives when the Titanic sank. After considering both sides of the argument and recording their notes in the graphic organizer, learners will draft their final stance and argument on a separate sheet of paper.
Geared toward seventh- and eighth-grade learners, this one-page extension activity is part of a larger book study unit on A Night to Remember. Be sure to also check out our standards-based rubrics for argument writing to help you assess your learners’ writing: Argument Writing Rubric for 7th Grade and Argument Writing Rubric for 8th Grade.
","{'brand': ['Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Writing', 'Reading', 'Nonfiction Writing', 'Reading Genres and Types', 'Argument Writing', 'Novel Study']}",/worksheet/article/book-study-a-night-to-remember-a-maritime-memorial/,https://cdn.education.com/worksheet-image/3907018/book-study-night-remember-maritime-2023-12-14.gif
Targeted Reading Skills Practice: Making Inferences in Walk Two Moons,"Support students’ inference skills with this targeted two-page reading comprehension worksheet! Designed for fifth- through seventh-grade readers, this two-page worksheet features an excerpt from Chapter 18 of Sharon Creech’s novel Walk Two Moons in which Sal reflects on her father's actions in the days and weeks after her mother left, recalling the events and her feelings leading up to the move from their farm to a new town. After reading the passage, students will answer several comprehension questions on page 2 that require them to make inferences based on text evidence and their own background knowledge.
For additional targeted reading comprehension practice with this novel, check out Targeted Reading Skills Practice: Cause and Effect in Walk Two Moons and Targeted Reading Skills Practice: Point of View and Perspective in Walk Two Moons!
","{'brand': ['Fifth Grade', 'Sixth Grade', 'Seventh Grade'], 'subject': ['Reading & Writing', 'Reading', 'Reading Genres and Types', 'Reading Comprehension Strategies', 'Fiction', 'Making Inferences']}",/worksheet/article/targeted-reading-skills-practice-making-inferences-in-walk-two-moons/,https://cdn.education.com/worksheet-image/3906827/targeted-reading-skills-practice-making-2023-12-14.gif
Targeted Reading Skills Practice: Cause and Effect in Walk Two Moons,"Explore cause and effect in a short excerpt from Sharon Creech’s Walk Two Moons with this two-page reading comprehension worksheet! Ideal for middle school learners, this targeted reading comprehension worksheet is specifically designed to help students learn or review how to identify cause and effect in fiction texts based on text evidence. On page 1, students will read a passage from Chapter 7 of Walk Two Moons when Sal and her grandparents are driving from Bybanks, Ohio, to Lewiston, Idaho. Then, on page 2, students will examine the causes of Sal’s various emotions and realizations after her mother leaves for Lewiston, Idaho, citing text evidence to support their answers.
For additional targeted reading comprehension practice with this novel, check out Targeted Reading Skills Practice: Making Inferences in Walk Two Moons and Targeted Reading Skills Practice: Point of View and Perspective in Walk Two Moons!
","{'brand': ['Fifth Grade', 'Sixth Grade', 'Seventh Grade'], 'subject': ['Reading & Writing', 'Reading', 'Reading Genres and Types', 'Reading Comprehension Strategies', 'Fiction', 'Text Evidence', 'Cause and Effect', 'Identifying Cause and Effect in Fiction']}",/worksheet/article/targeted-reading-skills-practice-cause-and-effect-in-walk-two-moons/,https://cdn.education.com/worksheet-image/3906816/targeted-reading-skills-practice-effect-2023-12-14.gif
Vocabulary Toolkit: Vocabulary Analysis,"Encourage students to analyze a vocabulary word with this simple and effective graphic organizer! Adaptable to a wide range of subjects, this vocabulary exercise gets students thinking about the meaning of a vocabulary term by exploring many different elements of the word. In addition to recording the word's definition, part of speech, and connotation, learners will also dive into other aspects of their term, such as wordplay, color, and category.
Explicit vocabulary instruction and tools such as this support all learners and are especially valuable for English Language Learners and students needing additional vocabulary development. This versatile worksheet is intentionally flexible to support vocabulary-building efforts in an upper elementary or middle school classroom or at home.
Looking for more unique language and vocabulary worksheets for older students? Check out our full Vocabulary Toolkit series!
","{'brand': ['Fourth Grade', 'Fifth Grade', 'Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Teacher Resources', 'Language and Vocabulary', 'Language', 'Vocabulary']}",/worksheet/article/vocabulary-toolkit-vocabulary-analysis/,https://cdn.education.com/worksheet-image/3906762/vocabulary-toolkit-vocabulary-analysis-2023-12-14.gif
Spring Creative Writing Prompt #3: Sifting Through the Sand,"Invite your students to practice their creative storytelling with this fun, spring-themed writing prompt about a peculiar find at the beach following a storm! Using the prompt as an inspiring starting point, students are invited to write a creative story that includes interesting characters, descriptive language, and an engaging plot with a clear conflict and resolution. Ideal for a wide range of learners in grades four through eight, this writing prompt is a great way to allow learners to practice their creative writing and storytelling skills.
This worksheet can be used independently or completed alongside our other worksheets in this series: Spring Creative Writing Prompt #1: The Puzzling Picnic and Spring Creative Writing Prompt #2: Foul Ball Fiasco.
","{'brand': ['Fourth Grade', 'Fifth Grade', 'Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Writing', 'Seasonal', 'Fiction Writing', 'Spring', 'Creative Writing']}",/worksheet/article/spring-creative-writing-prompt-3-sifting-through-the-sand/,https://cdn.education.com/worksheet-image/3906203/spring-creative-writing-prompt-3-2023-12-13.gif
Spring Creative Writing Prompt #2: Foul Ball Fiasco,"Invite your students to practice their creative storytelling with this fun, spring-themed writing prompt about a harrowing experience at a baseball game! Using the prompt as an inspiring starting point, students are invited to write a creative story that includes interesting characters, descriptive language, and an engaging plot with a clear conflict and resolution. Ideal for a wide range of learners in grades four through eight, this writing prompt is a great way to allow learners to practice their creative writing and storytelling skills.
This worksheet can be used independently or completed alongside our other worksheets in this series: Spring Creative Writing Prompt #1: The Puzzling Picnic and Spring Creative Writing Prompt #3: Sifting Through the Sand.
","{'brand': ['Fourth Grade', 'Fifth Grade', 'Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Writing', 'Seasonal', 'Fiction Writing', 'Spring', 'Creative Writing']}",/worksheet/article/spring-creative-writing-prompt-2-foul-ball-fiasco/,https://cdn.education.com/worksheet-image/3906197/spring-creative-writing-prompt-2-2023-12-13.gif
Spring Creative Writing Prompt #1: The Puzzling Picnic,"Invite your students to practice their creative storytelling with this fun, spring-themed writing prompt about a startling find in the picnic cooler! Using the prompt as an inspiring starting point, students are invited to write a creative story that includes interesting characters, descriptive language, and an engaging plot with a clear conflict and resolution. Ideal for a wide range of learners in grades four through eight, this writing prompt is a great way to allow learners to practice their creative writing and storytelling skills.
This worksheet can be used independently or completed alongside our other worksheets in this series: Spring Creative Writing Prompt #2: Foul Ball Fiasco and Spring Creative Writing Prompt #3: Sifting Through the Sand.
","{'brand': ['Fourth Grade', 'Fifth Grade', 'Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Writing', 'Seasonal', 'Fiction Writing', 'Spring', 'Creative Writing']}",/worksheet/article/spring-creative-writing-prompt-1-the-puzzling-picnic/,https://cdn.education.com/worksheet-image/3906186/spring-creative-writing-prompt-1-2023-12-13.gif
Logic Puzzle #1: Outdoor Fun,"Introduce second- and third-grade learners to the exciting world of logic puzzles with this engaging worksheet! Meet Rita, Harry, Frank, and Zoe. These four friends love racing each other outside in the sunshine. Each friend brings a helmet and rides something different for ultimate outdoor fun. Learners will need to use the clues, the provided 4 x 4 grid, and their logic and reasoning skills to figure out who rides the roller blades, the bike, the scooter, and the skateboard.
 
Logic puzzles like these are a great way to strengthen students' math reasoning and critical thinking skills. Ready for a bit more of a challenge? Try the Logic Puzzle #1: Harriet’s Hats worksheet next!
","{'brand': ['Second Grade', 'Third Grade'], 'subject': ['Math', 'Math Puzzles', 'Offline games', 'Puzzles & Sudoku']}",/worksheet/article/logic-puzzle-1-outdoor-fun/,https://cdn.education.com/worksheet-image/3905970/logic-puzzle-1-outdoor-fun-2023-12-13.gif
Color the Cars: Number 3,"Can you find all the number 3s? Give your young learner fun number identification practice with this car-themed math coloring worksheet! Early learners will look at 10 cars labeled with numbers 1 through 5 and color all of the cars with the number 3. Perfect for your youngest learners in preschool and pre-kindergarten, this simple and inviting worksheet is a great way to build students' number sense and grow their confidence recognizing numbers 1–10.
This worksheet is the third in a series of 10 car-themed number identification worksheets. Keep learning with Color the Cars: Number 4 next! Or check out the full set of our Color the Cars worksheets to download all 10!
","{'brand': ['Preschool'], 'subject': ['Math', 'Number Sense', 'Coloring', 'Numbers 0-10', 'Vehicles', 'Identifying Numbers 0-10']}",/worksheet/article/color-the-cars-number-3/,https://cdn.education.com/worksheet-image/3905324/color-cars-number-3-2023-12-12.gif
Color the Cars: Number 4,"Can you find all the number 4s? Give your young learner fun number identification practice with this car-themed math coloring worksheet! Early learners will look at 10 cars labeled with numbers 1 through 5 and color all of the cars with the number 4. Perfect for your youngest learners in preschool and pre-kindergarten, this simple and inviting worksheet is a great way to build students' number sense and grow their confidence recognizing numbers 1–10.
This worksheet is the fourth in a series of 10 car-themed number identification worksheets. Keep learning with Color the Cars: Number 5 next! Or check out the full set of our Color the Cars worksheets to download all 10!
","{'brand': ['Preschool'], 'subject': ['Math', 'Number Sense', 'Coloring', 'Numbers 0-10', 'Vehicles', 'Identifying Numbers 0-10']}",/worksheet/article/color-the-cars-number-4/,https://cdn.education.com/worksheet-image/3905325/color-cars-number-4-2023-12-12.gif
Color the Cars: Number 2,"Can you find all the number 2s? Give your young learner fun number identification practice with this car-themed math coloring worksheet! Early learners will look at 10 cars labeled with numbers 1 through 5 and color all of the cars with the number 2. Perfect for your youngest learners in preschool and pre-kindergarten, this simple and inviting worksheet is a great way to build students' number sense and grow their confidence recognizing numbers 1–10.
This worksheet is the second in a series of 10 car-themed number identification worksheets. Keep learning with Color the Cars: Number 3 next! Or check out the full set of our Color the Cars worksheets to download all 10!
","{'brand': ['Preschool'], 'subject': ['Math', 'Number Sense', 'Coloring', 'Numbers 0-10', 'Vehicles', 'Identifying Numbers 0-10']}",/worksheet/article/color-the-cars-number-2/,https://cdn.education.com/worksheet-image/3905313/color-cars-number-2-2023-12-12.gif
Color the Cars: Number 1,"Can you find all the number 1s? Give your young learner fun number identification practice with this car-themed math worksheet! Early learners will look at 10 cars labeled with numbers 1 through 5 and color all of the cars with the number 1. Perfect for your youngest learners in preschool and pre-kindergarten, this simple and inviting worksheet is a great way to build students' number sense and grow their confidence recognizing numbers 1–10. Along the way, learners will enjoy picking out which colors to use and working on their fine motor skills as they color in the correct vehicles.
This math coloring worksheet is the first in a series of 10 car-themed number identification worksheets. Keep learning with Color the Cars: Number 2 next! Or check out the full set of our Color the Cars worksheets to download all 10!
","{'brand': ['Preschool'], 'subject': ['Math', 'Number Sense', 'Coloring', 'Numbers 0-10', 'Vehicles', 'Identifying Numbers 0-10']}",/worksheet/article/color-the-cars-number-1/,https://cdn.education.com/worksheet-image/3902907/color-cars-number-1-2023-12-08.gif
"Open Number Line Addition Within 1,000: Write the Equation #3","Continue exploring properties of operations while writing addition equations with the third installment of this hands-on math worksheet! Geared toward second graders, this one-page worksheet includes five problems featuring open number lines with arrows that represent three-digit addition equations within 1,000. Students are asked to use the work shown on the concrete models to write the matching addition equations in the template provided, including both addends and the sum.
Number lines offer students a concrete model to help them visualize the addition process. Get more targeted practice with the other worksheets in this series: Open Number Line Addition Within 1,000: Write the Equation #1 and Open Number Line Addition Within 1,000: Write the Equation #2.
","{'brand': ['Second Grade'], 'subject': ['Math', 'Addition', 'Multi-Digit Addition', 'Addition Strategies', 'Three-Digit Addition', 'Addition on a Number Line']}",/worksheet/article/open-number-line-addition-within-1000-write-the-equation-3/,https://cdn.education.com/worksheet-image/3902800/open-number-line-addition-1000-2023-12-08.gif
Reading Calendar Days and Dates: January 2024,"Children will practice identifying and writing calendar days and dates in January in this engaging calendar math worksheet. This one-page worksheet invites learners to follow a series of prompts and questions about days and dates in January, using the calendar provided to locate the answers. Designed for a first-, second-, and third-grade curriculum, this versatile worksheet reinforces skills including dates, capitalization, punctuation, and calendar math.
Keep going with the Reading Calendar Days and Dates: February 2024 worksheet! Or check out for the full set of 2024 Calendar Days and Dates to print out all 12 to have students complete them throughout the year.
","{'brand': ['First Grade', 'Second Grade', 'Third Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Grammar and Mechanics', 'Punctuation', 'Capitalization', 'Commas']}",/worksheet/article/day-and-date-january/,https://cdn.education.com/worksheet-image/971050/january-2017-day-date-2023-12-08.gif
Reading Calendar Days and Dates: February 2024,"Children will practice identifying and writing calendar days and dates in February in this engaging calendar math worksheet. This one-page worksheet invites learners to follow a series of prompts and questions about days and dates in February, using the calendar provided to locate the answers. Designed for a first-, second-, and third-grade curriculum, this versatile worksheet reinforces skills including dates, capitalization, punctuation, and calendar math.
Keep going with the Reading Calendar Days and Dates: March 2024 worksheet! Or check out for the full set of 2024 Calendar Days and Dates to print out all 12 to have students complete them throughout the year.
","{'brand': ['First Grade', 'Second Grade', 'Third Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Grammar and Mechanics', 'Punctuation', 'Capitalization', 'Commas']}",/worksheet/article/day-and-date-february/,https://cdn.education.com/worksheet-image/1073322/february-2017-day-date-2023-12-08.gif
Reading Calendar Days and Dates: March 2024,"Children will practice identifying and writing calendar days and dates in March in this engaging calendar math worksheet. This one-page worksheet invites learners to follow a series of prompts and questions about days and dates in March, using the calendar provided to locate the answers. Designed for a first, second, and third grade curriculum, this versatile worksheet reinforces skills including dates, capitalization, punctuation, and calendar math.
Keep going with the Reading Calendar Days and Dates: April 2024 worksheet! Or check out for the full set of 2024 Calendar Days and Dates to print out all 12 to have students complete them throughout the year.
","{'brand': ['First Grade', 'Second Grade', 'Third Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Grammar and Mechanics', 'Punctuation', 'Capitalization', 'Commas']}",/worksheet/article/day-and-date-march/,https://cdn.education.com/worksheet-image/971063/march-2017-day-date-2023-12-08.gif
Reading Calendar Days and Dates: April 2024,"Children will practice identifying and writing calendar days and dates in April in this engaging calendar math worksheet. This one-page worksheet invites learners to follow a series of prompts and questions about days and dates in April, using the calendar provided to locate the answers. Designed for a first, second, and third grade curriculum, this versatile worksheet reinforces skills including dates, capitalization, punctuation, and calendar math.
Keep going with the Reading Calendar Days and Dates: May 2024 worksheet! Or check out for the full set of 2024 Calendar Days and Dates to print out all 12 to have students complete them throughout the year.
","{'brand': ['First Grade', 'Second Grade', 'Third Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Grammar and Mechanics', 'Punctuation', 'Capitalization', 'Commas']}",/worksheet/article/day-and-date-april/,https://cdn.education.com/worksheet-image/1073343/april-2017-day-date-2023-12-08.gif
Reading Calendar Days and Dates: May 2024,"Children will practice identifying and writing calendar days and dates in May in this engaging calendar math worksheet. This one-page worksheet invites learners to follow a series of prompts and questions about days and dates in May, using the calendar provided to locate the answers. Designed for a first, second, and third grade curriculum, this versatile worksheet reinforces skills including dates, capitalization, punctuation, and calendar math.
Keep going with the Reading Calendar Days and Dates: June 2024 worksheet! Or check out for the full set of 2024 Calendar Days and Dates to print out all 12 to have students complete them throughout the year.
","{'brand': ['First Grade', 'Second Grade', 'Third Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Grammar and Mechanics', 'Punctuation', 'Capitalization', 'Commas']}",/worksheet/article/day-and-date-may/,https://cdn.education.com/worksheet-image/971082/2017-day-date-2023-12-08.gif
Reading Calendar Days and Dates: June 2024,"Children will practice identifying and writing calendar days and dates in June in this engaging calendar math worksheet. This one-page worksheet invites learners to follow a series of prompts and questions about days and dates in June, using the calendar provided to locate the answers. Designed for a first, second, and third grade curriculum, this versatile worksheet reinforces skills including dates, capitalization, punctuation, and calendar math.
Keep going with the Reading Calendar Days and Dates: July 2024 worksheet! Or check out for the full set of 2024 Calendar Days and Dates to print out all 12 to have students complete them throughout the year.
","{'brand': ['First Grade', 'Second Grade', 'Third Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Grammar and Mechanics', 'Punctuation', 'Capitalization', 'Commas']}",/worksheet/article/day-and-date-june/,https://cdn.education.com/worksheet-image/1073355/june-2017-day-date-2023-12-08.gif
Reading Calendar Days and Dates: July 2024,"Children will practice identifying and writing calendar days and dates in July in this engaging calendar math worksheet. This one-page worksheet invites learners to follow a series of prompts and questions about days and dates in July, using the calendar provided to locate the answers. Designed for a first, second, and third grade curriculum, this versatile worksheet reinforces skills including dates, capitalization, punctuation, and calendar math.
Keep going with the Reading Calendar Days and Dates: August 2024 worksheet! Or check out for the full set of 2024 Calendar Days and Dates to print out all 12 to have students complete them throughout the year.
","{'brand': ['First Grade', 'Second Grade', 'Third Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Grammar and Mechanics', 'Punctuation', 'Capitalization', 'Commas']}",/worksheet/article/day-and-date-july/,https://cdn.education.com/worksheet-image/1073361/july-2017-day-date-2023-12-08.gif
Reading Calendar Days and Dates: August 2024,"Children will practice identifying and writing calendar days and dates in August in this engaging calendar math worksheet. This one-page worksheet invites learners to follow a series of prompts and questions about days and dates in August, using the calendar provided to locate the answers. Designed for a first, second, and third grade curriculum, this versatile worksheet reinforces skills including dates, capitalization, punctuation, and calendar math.
Keep going with the Reading Calendar Days and Dates: September 2024 worksheet! Or check out for the full set of 2024 Calendar Days and Dates to print out all 12 to have students complete them throughout the year.
","{'brand': ['First Grade', 'Second Grade', 'Third Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Grammar and Mechanics', 'Punctuation', 'Capitalization', 'Commas']}",/worksheet/article/day-and-date-august/,https://cdn.education.com/worksheet-image/971109/august-2017-day-date-2023-12-08.gif
Reading Calendar Days and Dates: September 2024,"Children will practice identifying and writing calendar days and dates in September in this engaging calendar math worksheet. This one-page worksheet invites learners to follow a series of prompts and questions about days and dates in September, using the calendar provided to locate the answers. Designed for a first, second, and third grade curriculum, this versatile worksheet reinforces skills including dates, capitalization, punctuation, and calendar math.
Keep going with the Reading Calendar Days and Dates: October 2024 worksheet! Or check out for the full set of 2024 Calendar Days and Dates to print out all 12 to have students complete them throughout the year.
","{'brand': ['First Grade', 'Second Grade', 'Third Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Grammar and Mechanics', 'Punctuation', 'Capitalization', 'Commas']}",/worksheet/article/day-and-date-september/,https://cdn.education.com/worksheet-image/971115/september-2017-day-date-2023-12-08.gif
Reading Calendar Days and Dates: October 2024,"Children will practice identifying and writing calendar days and dates in October in this engaging calendar math worksheet. This one-page worksheet invites learners to follow a series of prompts and questions about days and dates in October, using the calendar provided to locate the answers. Designed for a first, second, and third grade curriculum, this versatile worksheet reinforces skills including dates, capitalization, punctuation, and calendar math.
Keep going with the Reading Calendar Days and Dates: November 2024 worksheet! Or check out for the full set of 2024 Calendar Days and Dates to print out all 12 to have students complete them throughout the year.
","{'brand': ['First Grade', 'Second Grade', 'Third Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Grammar and Mechanics', 'Punctuation', 'Capitalization', 'Commas']}",/worksheet/article/day-and-date-october/,https://cdn.education.com/worksheet-image/1073379/october-2017-day-date-2023-12-08.gif
Reading Calendar Days and Dates: November 2024,"Children will practice identifying and writing calendar days and dates in November in this engaging calendar math worksheet. This one-page worksheet invites learners to follow a series of prompts and questions about days and dates in November, using the calendar provided to locate the answers. Designed for a first, second, and third grade curriculum, this versatile worksheet reinforces skills including dates, capitalization, punctuation, and calendar math.
Keep going with the Reading Calendar Days and Dates: December 2024 worksheet! Or check out for the full set of 2024 Calendar Days and Dates to print out all 12 to have students complete them throughout the year.
","{'brand': ['First Grade', 'Second Grade', 'Third Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Grammar and Mechanics', 'Punctuation', 'Capitalization', 'Commas']}",/worksheet/article/day-and-date-november/,https://cdn.education.com/worksheet-image/971070/november-2017-day-date-2023-12-08.gif
Reading Calendar Days and Dates: December 2024,"Children will practice identifying and writing calendar days and dates in December in this engaging calendar math worksheet. This one-page worksheet invites learners to follow a series of prompts and questions about days and dates in December, using the calendar provided to locate the answers. Designed for a first, second, and third grade curriculum, this versatile worksheet reinforces skills including dates, capitalization, punctuation, and calendar math.
Looking to start at the beginning? Don't miss the Reading Calendar Days and Dates: January 2024 worksheet! Or check out for the full set of 2024 Calendar Days and Dates to print out all 12 to have students complete them throughout the year.
","{'brand': ['First Grade', 'Second Grade', 'Third Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Grammar and Mechanics', 'Punctuation', 'Capitalization', 'Commas']}",/worksheet/article/day-and-date-december/,https://cdn.education.com/worksheet-image/971132/december-2017-day-date-2024-01-01.gif
Figurative Language Maze: Winter Metaphors,"Practice identifying metaphors with this fun, winter-themed figurative language maze! Geared toward middle-grade learners, this figurative language worksheet invites students to find the path through the maze by identifying only the spaces containing metaphors. As they follow the path from start to finish, students will need to rely on their knowledge of figurative language to identify only the metaphors while avoiding similes, personification, and other figurative language techniques. Along the way, learners will collect letters that they will use to complete the mystery metaphor at the bottom of the page.
For more engaging seasonal grammar practice, check out the Figurative Language Maze: Winter Similes and Figurative Language Maze: Winter Hyperbole worksheets!
","{'brand': ['Sixth Grade', 'Seventh Grade', 'Eighth Grade'], 'subject': ['Reading & Writing', 'Grammar', 'Seasonal', 'Winter', 'Language and Vocabulary', 'Language', 'Figurative Language', 'Metaphors']}",/worksheet/article/figurative-language-maze-winter-metaphors/,https://cdn.education.com/worksheet-image/3902129/figurative-language-maze-winter-metaphors-2023-12-07.gif
Logic Puzzle #1: Harriet’s Hats,"Strengthen students' logic and critical thinking skills with this engaging logic puzzle! Meet Harriet, who just adores hats. In fact, Harriet has so many hats that she will only wear one kind of hat to each place she visits. Students will need to use the clues, the provided 5 x 5 grid, and their logic and reasoning skills to figure out where Harriet wears each of her hats!
Designed for third- and fourth-grade learners, this fun hat-themed logic puzzle is a great way to help students improve their math reasoning skills. For more fun logic practice, check out Logic Puzzle #2: Fair Ride Frenzy next!
","{'brand': ['Third Grade', 'Fourth Grade'], 'subject': ['Math', 'Math Puzzles', 'Offline games', 'Puzzles & Sudoku']}",/worksheet/article/logic-puzzle-1-harriets-hats/,https://cdn.education.com/worksheet-image/3902091/logic-puzzle-1-harriet-hats-2023-12-07.gif
